degree,major,cgpa,skills,job_role
Diploma,Design,7.49,"3D Modeling, C#, C++, Game Design, Shader Programming, Unreal Engine",Game Developer
M.Com,Finance,8.65,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
B.Tech,Computer Science,7.84," Data Structures, Algorithms, Deep Learning, NLP, Python",AI Engineer
M.Com,Finance,8.86," Data Visualization, Process Modeling, Python, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
Ph.D,Information Technology,5.64," Python, C++, Deep Learning, Excel, Model Deployment, NLP, PyTorch, Python, TensorFlow",AI Engineer
B.Sc,Networking,8.74,"CSS, HTML, JavaScript, Node.js, REST APIs, React",Web Developer
MBA,Marketing,6.68,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
B.Des,English,8.38,"Figma, Prototyping, Sketch, Usability Testing, User Research, Wireframing",Ux/Ui Designer
B.Sc,Pharmacy,8.75,"Clinical Knowledge, Drug Dispensing, Pharmacology",Pharmacist
M.Tech,Computer Science,7.37,"CSS, JavaScript, REST APIs, React",Web Developer
MBA,Civil,7.86,"Communication, Excel, Financial Modeling, Java, Python, Statistics",Financial Analyst
B.Tech,AI & ML,7.5,"Azure, CI/CD, Docker, Linux, Terraform",Cloud Engineer
M.Tech,Civil,7.67," Python,  REST APIs,  SQL,  TensorFlow, Algorithms, C++, Git, Python, Statistics",Software Engineer
M.Tech,Networking,8.07,"CSS, Git, HTML, MongoDB, Node.js, React",Web Developer
MBA,Finance,7.97,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
M.Pharm,Pharmacy,7.64,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
B.Tech,Business Administration,7.48,"Metrics, Roadmapping, Stakeholder Management",Product Manager
M.Tech,Business,7.2,"AutoCAD, Excel, Matlab",Manufacturing Engineer
BBA,Business Administration,7.45,"Campaign Management, Market Research, Social Media",Marketing Executive
M.Tech,Electrical,8.39,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Tech,Statistics,7.79,"Data Analysis, LaTeX, Python, Research Methods, Statistics",Research Scientist
B.E.,Mechanical,7.53,"Circuit Design, Embedded Systems, PCB Design, Power Systems",Electrical Engineer
B.Des,English,7.4,"C#, C++, Game Design, Shader Programming, Unity, Unreal Engine",Game Developer
Diploma,Information Technology,8.66,"Incident Response, Network Security, Python, SIEM",Cybersecurity Analyst
B.Tech,Production,8.52,"ANSYS, MATLAB, Manufacturing, SolidWorks",Mechanical Engineer
B.Tech,Information Technology,7.16,"Cisco, Linux, Network Monitoring, Routing, Switching, TCP/IP",Network Administrator
Diploma,Networking,6.4,"Cisco, Linux, Network Monitoring, Switching",Network Administrator
B.Tech,Mathematics,6.04," Data Structures,  Git, Machine Learning, PyTorch, Python, TensorFlow",AI Engineer
MBA,Marketing,7.93,"Campaign Management, Communication, Market Research, SEO",Marketing Executive
B.Com,Human Resources,7.53,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
M.Tech,Electronics,6.51,"CNC, Excel, Lean Manufacturing, Matlab, Microcontrollers, SolidWorks",Manufacturing Engineer
M.Tech,Information Technology,8.06,"CI/CD, GCP, Kubernetes, Linux, Terraform",Cloud Engineer
M.Tech,Information Technology,8.27,"CSS, JavaScript, MongoDB, Node.js, REST APIs, React",Web Developer
B.Tech,Mathematics,7.79,"Data Analysis, Experiment Design, LaTeX, Linux, Python, Research Methods, Statistics",Research Scientist
B.Sc,Computer Science,7.4,"JavaScript, MongoDB, Node.js, REST APIs",Web Developer
B.Sc,Electronics,6.1," CSS,  Deep Learning,  NLP, C++, Git, Linux, REST APIs, SQL",Software Engineer
BBA,Business Administration,6.74,"Content Marketing, Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
B.Sc,Design,6.45,"Prototyping, Sketch, Wireframing",Ux/Ui Designer
B.E.,Information Technology,8.22,"Docker, GCP, Kubernetes, Linux",Cloud Engineer
B.Tech,Civil,7.07,"AutoCAD, Construction, STAAD.Pro, Structural Analysis, Surveying",Civil Engineer
B.Com,Business Administration,7.65,"ERP, Excel, Lean, Operations Management, Process Improvement, Six Sigma, Supply Chain",Operations Manager
M.Tech,Information Technology,7.95,"Backup & Recovery, Excel, MySQL, NoSQL, PostgreSQL, SQL",Database Administrator
B.E.,Information Technology,6.34,"Cisco, Linux, Routing, Switching",Network Administrator
B.Tech,Mechanical,7.82,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Tech,Mathematics,8.15," Linux, Data Structures, Deep Learning, Machine Learning, Model Deployment, NLP, Python",AI Engineer
B.Tech,AI & ML,7.07," Algorithms,  C++, Deep Learning, Model Deployment, NLP, TensorFlow",AI Engineer
MBA,Business,8.02,"C, C++, Python, RTOS, Verilog",Embedded Systems Engineer
M.Pharm,Pharmacy,8.24,"Clinical Knowledge, Drug Dispensing, Git, Pharmacology",Pharmacist
Ph.D,Statistics,8.65," SQL, Deep Learning, Excel, Java, Machine Learning, NLP, Python, TensorFlow",AI Engineer
Diploma,Computer Science,8.79,"CSS, JavaScript, MongoDB, React",Web Developer
B.A.,Business Administration,8.01,"Content Marketing, Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
B.E.,Data Science,8.76," Requirements Gathering,  UML, Data Visualization, Excel, Power BI, Python, SQL",Data Analyst
M.Tech,Mechanical,6.42,"AutoCAD, Construction, Structural Analysis",Civil Engineer
MBA,Marketing,7.6," Data Visualization,  Tableau, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
MBA,Mass Communication,7.02,"Content Marketing, Google Analytics, SEM, Teamwork",Digital Marketing Specialist
M.Com,Human Resources,7.9,"Campaign Management, Market Research, SEO, Social Media",Marketing Executive
MBA,Business Administration,7.91,"Lean, Operations Management, Supply Chain",Operations Manager
B.Tech,Electrical,6.38,"Circuit Design, Embedded Systems, MATLAB",Electrical Engineer
B.Com,Law,7.1,"Compliance, Contract Law, Drafting, Legal Research, Linux, Negotiation",Legal Advisor
M.Tech,Networking,8.03,"Cisco, Routing, Switching, TCP/IP",Network Administrator
B.E.,Information Technology,8.73,"AWS, Azure, CI/CD, GCP, Linux, Terraform",Cloud Engineer
Ph.D,Statistics,7.54,"Backup & Recovery, Docker, Performance Tuning, SQL",Database Administrator
B.Com,Law,6.75,"Compliance, Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
B.Sc,English,7.33,"Adobe Photoshop, Branding, Figma, Illustrator, InDesign, Typography",Graphic Designer
B.E.,Networking,8,"Excel, Firewall, Network Security, Python",Cybersecurity Analyst
B.Com,Operations,6.72," Communication,  Tableau, Process Modeling, SQL, Stakeholder Management",Business Analyst
Diploma,Design,7.12,"Branding, Figma, Illustrator, Typography",Graphic Designer
M.Sc,Business,9.25,"AutoCAD, Matlab, SolidWorks",Manufacturing Engineer
B.Sc,Information Technology,7.2,"Data Analysis, Experiment Design, Research Methods, Statistics",Research Scientist
B.Sc,English,7.78,"Figma, Sketch, Usability Testing, Wireframing",Ux/Ui Designer
BBA,Marketing,7.98," Statistics,  Tableau, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
MBA,Computer Science,9.79,"C, C++, Electronics, Excel, Python, RTOS",Embedded Systems Engineer
M.Tech,Data Science,7.01,"Azure, GCP, Git, Terraform",Cloud Engineer
B.Tech,Mathematics,7.4,"Data Analysis, Experiment Design, Problem Solving, Research Methods, Statistics",Research Scientist
B.A.,Mass Communication,7.77,"Content Marketing, Google Analytics, SEM, Social Media",Digital Marketing Specialist
B.Tech,Mechanical,6.48," Deep Learning,  Node.js,  React, C++, Data Structures, Git, PyTorch, Python",Software Engineer
B.Sc,AI & ML,7.08," Finance,  Linux, Communication, Model Deployment, NLP, PyTorch, Python, TensorFlow",AI Engineer
BBA,Finance,8.01,"Communication, Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
MBA,Business Administration,6.71,"Employee Engagement, HR Policies, Labor Laws, Recruitment",Hr Manager
MBA,Business,9.41,"CAD, Materials, Matlab, Thermodynamics",Mechanical Engineer
B.Tech,Statistics,8.58," Git, Deep Learning, Machine Learning, Python, SQL, TensorFlow",AI Engineer
B.Sc,Journalism,7.9,"Adobe Photoshop, Figma, InDesign, SQL, Typography",Graphic Designer
B.Tech,Production,8.15,"ANSYS, CAD, MATLAB, SolidWorks, Thermodynamics",Mechanical Engineer
M.Com,Marketing,7.58," SQL, Process Modeling, Python, Requirements Gathering, SQL, Stakeholder Management",Business Analyst
B.Com,Finance,7.44,"Accounting, Excel, Financial Modeling, Power BI, SQL",Financial Analyst
MBA,Business,9.63," CSS,  Deep Learning,  Machine Learning,  Node.js, Algorithms, C++, Data Structures, Git, SQL",Software Engineer
B.Tech,Mathematics,5.59,"Backup & Recovery, Linux, MySQL, NoSQL, Performance Tuning, PostgreSQL, SQL",Database Administrator
B.Com,Law,7.93,"Contract Law, Drafting, Git, Legal Research, Negotiation",Legal Advisor
MBA,Business Administration,6.78,"Content Marketing, PPC, SEO, Social Media",Digital Marketing Specialist
B.Tech,Finance,8.01," Model Deployment,  MongoDB,  Python, Algorithms, C++, HTML, Python",Software Engineer
B.Com,Operations,7.84," Data Visualization, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, Statistics, UML",Business Analyst
B.Tech,Computer Science,6.71,"Experiment Design, Research Methods, Statistics",Research Scientist
B.A. LL.B,Law,7.91,"Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
B.E.,Networking,7.34,"CSS, HTML, MongoDB, REST APIs, React",Web Developer
BBA,Marketing,8.23,"Campaign Management, Communication, Market Research, SEO, SQL, Social Media",Marketing Executive
M.Tech,Computer Science,9.46,"CSS, HTML, JavaScript, Node.js, REST APIs, React",Web Developer
M.Tech,Mathematics,7.6," SQL,  UML, Excel, Pandas, Python, SQL",Data Analyst
M.Tech,Mechanical,7.26,"ANSYS, MATLAB, Manufacturing, Thermodynamics",Mechanical Engineer
M.Sc,Civil,9," CSS,  Model Deployment,  REST APIs,  TensorFlow, Algorithms, Data Structures, Git, Java, SQL",Software Engineer
M.Tech,Electronics,6.14,"AutoCAD, Excel, Matlab, SolidWorks",Manufacturing Engineer
B.Sc,English,7.71,"Figma, Problem Solving, Prototyping, Usability Testing, User Research, Wireframing",Ux/Ui Designer
BBA,Operations,7.58,"Lean, Operations Management, Process Improvement",Operations Manager
B.Sc,Business,6.91,"AutoCAD, CNC, Excel, Lean Manufacturing, SolidWorks",Manufacturing Engineer
B.A.,Design,7.82,"Communication, Copywriting, Editing, Research, SEO",Content Writer
B.Com,Journalism,7.82,"Content Marketing, SEM, SEO, Social Media",Digital Marketing Specialist
Diploma,English,7.22,"Figma, Prototyping, Sketch, Usability Testing, User Research, Wireframing",Ux/Ui Designer
B.Com,Marketing,7.99,"PPC, Problem Solving, SEM, SEO, Social Media",Digital Marketing Specialist
B.Com,Mass Communication,8.47,"Content Marketing, PPC, SEO, Social Media",Digital Marketing Specialist
B.Sc,Civil,9.28,"Excel, Financial Modeling, Python",Financial Analyst
M.Sc,Civil,8.12,"Materials, SolidWorks, Thermodynamics",Mechanical Engineer
M.Tech,Business,9.22,"Materials, Matlab, Mechanics, SolidWorks, Thermodynamics",Mechanical Engineer
M.Tech,Electronics,7.87,"Cisco, Network Monitoring, Routing, Switching",Network Administrator
B.Sc,Design,7.65,"Content Strategy, Copywriting, Research, SEO, SQL, WordPress",Content Writer
B.Tech,Civil,6.03,"ANSYS, CAD, Manufacturing, Thermodynamics",Mechanical Engineer
B.Tech,Mathematics,6.82,"CI/CD, Kubernetes, Linux, Problem Solving, Terraform",Cloud Engineer
B.Tech,Statistics,8.58,"AWS, Azure, CI/CD, Docker",Cloud Engineer
BBA,Law,7.66,"Compliance, Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
BBA,Human Resources,8.11," SQL,  Statistics, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
MBA,Mechanical,7.32," Deep Learning,  PyTorch,  REST APIs, C++, Data Structures, Git, JavaScript, SQL",Software Engineer
M.Sc,AI & ML,8.54," Process Modeling,  Requirements Gathering, Data Visualization, Excel, Git, Python, Statistics, Tableau",Data Analyst
B.E.,Production,7.69,"ANSYS, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
MBA,Human Resources,7.14,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
M.Tech,Civil,7.35,"Materials, Matlab, Mechanics, SolidWorks, Thermodynamics",Mechanical Engineer
BBA,Mass Communication,7.54,"Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
B.A.,Journalism,6.86,"Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
B.A. LL.B,Law,5.62,"Communication, Drafting, Legal Research, Negotiation",Legal Advisor
LLB,Law,8.55,"Compliance, Contract Law, Drafting, Negotiation",Legal Advisor
B.Tech,Mathematics,7.37,"Backup & Recovery, Docker, MySQL, NoSQL, PostgreSQL, SQL",Database Administrator
M.Des,Game Design,6.79,"Adobe Photoshop, InDesign, UI Design",Graphic Designer
BBA,Human Resources,6.2,"ERP, Lean, Operations Management, Process Improvement, Six Sigma, Supply Chain",Operations Manager
B.A.,Animation,8.84,"Content Strategy, Copywriting, Editing, Research, WordPress",Content Writer
Diploma,Design,6.77,"Adobe Photoshop, Illustrator, SQL, Typography",Graphic Designer
B.Sc,Pharmacy,7.08,"Clinical Knowledge, Drug Dispensing, Excel, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
M.Des,Design,7.06,"Copywriting, Editing, SEO, Teamwork, WordPress",Content Writer
M.Tech,Computer Science,8.64,"Linux, Network Monitoring, Routing, TCP/IP",Network Administrator
B.Des,Animation,8,"3D Modeling, C++, Game Design, Unity, Unreal Engine",Game Developer
B.Tech,Computer Science,6.45,"Experiment Design, LaTeX, Research Methods",Research Scientist
B.Sc,Design,8.1,"Figma, Prototyping, Sketch",Ux/Ui Designer
B.Tech,AI & ML,7.36," Linux,  Python, Deep Learning, Machine Learning, Model Deployment, NLP, PyTorch, Python",AI Engineer
M.Tech,Production,7.64,"ANSYS, CAD, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
B.Sc,English,7.08,"Figma, Prototyping, Sketch, Usability Testing, User Research, Wireframing",Ux/Ui Designer
B.Tech,Information Technology,6.5,"AWS, Azure, GCP, Linux",Cloud Engineer
LLM,Law,7.43,"Compliance, Drafting, Excel, Legal Research, Negotiation",Legal Advisor
B.Tech,Marketing,6.17,"Accounting, Bloomberg, Financial Modeling, Power BI",Financial Analyst
B.E.,Mathematics,7.56,"Azure, GCP, Kubernetes, Terraform",Cloud Engineer
B.E.,Structural,8.72,"Circuit Design, Embedded Systems, Git, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.A.,English,7.04,"Prototyping, Usability Testing, User Research, Wireframing",Ux/Ui Designer
B.E.,Data Science,7.63," Data Structures,  SQL, Machine Learning, Model Deployment, TensorFlow",AI Engineer
M.Sc,Business,6.21,"CAD, Matlab, Mechanics, SolidWorks, Thermodynamics",Mechanical Engineer
M.Tech,Computer Science,8.49," Deep Learning,  MongoDB,  React, Linux, Machine Learning, Python, SQL",Software Engineer
LLM,Law,7.98,"Compliance, Drafting, Legal Research",Legal Advisor
BBA,Journalism,7.81,"Content Marketing, SEO, Social Media",Digital Marketing Specialist
B.E.,Networking,6.87,"Cisco, Switching, TCP/IP",Network Administrator
Diploma,English,8.16,"Adobe Photoshop, Branding, Figma, Illustrator, Typography, UI Design",Graphic Designer
B.Sc,Electronics,7.88,"Firewall, Python, SIEM",Cybersecurity Analyst
BBA,Marketing,7.85,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
B.Tech,Human Resources,7.76,"ERP, Operations Management, Supply Chain",Operations Manager
B.Tech,Production,8.02,"ANSYS, CAD, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
B.Sc,Business,8.62,"C++, Electronics, Verilog",Embedded Systems Engineer
MBA,Operations,7.73,"ERP, Lean, Operations Management, Process Improvement, Supply Chain",Operations Manager
B.Tech,Data Science,6.19,"Docker, GCP, Kubernetes, Terraform",Cloud Engineer
MBA,Business,8.44,"Accounting, M&A, Valuation",Investment Banker
B.Tech,Finance,8.73," Deep Learning,  React, Algorithms, Java, JavaScript, Linux, Machine Learning",Software Engineer
B.Sc,Design,7.47,"Adobe Photoshop, Branding, Figma, Typography, UI Design",Graphic Designer
B.Tech,Civil,7.24,"AutoCAD, Construction, STAAD.Pro, Structural Analysis, Surveying",Civil Engineer
B.E.,Information Technology,7.97,"Azure, CI/CD, Docker, Kubernetes",Cloud Engineer
B.A.,Game Design,7.59,"Adobe Photoshop, Branding, Docker, Figma, Illustrator, UI Design",Graphic Designer
B.Sc,Electronics,7.35,"CNC, Matlab, RTOS, SolidWorks",Manufacturing Engineer
M.Tech,Mechanical,6.53,"C, C++, Electronics, Verilog",Embedded Systems Engineer
MBA,Business,7.43,"C, C++, Electronics, Microcontrollers, Verilog",Embedded Systems Engineer
B.Tech,Civil,9.15,"Embedded Systems, PCB Design, Power Systems",Electrical Engineer
B.Tech,Computer Science,8.5,"AutoCAD, Excel, Financial Modeling, Lean Manufacturing, Matlab, SolidWorks",Manufacturing Engineer
B.Tech,Computer Science,9.03,"AutoCAD, CNC, Excel, Matlab, SolidWorks",Manufacturing Engineer
M.Tech,Statistics,7.98," C++,  Data Structures, Deep Learning, Machine Learning, NLP, PyTorch, TensorFlow",AI Engineer
B.E.,Mechanical,7.8,"Docker, MATLAB, Manufacturing, SolidWorks",Mechanical Engineer
B.A.,Journalism,8.33,"Content Marketing, Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
MBA,Human Resources,8.61,"Campaign Management, Communication, Linux, Market Research, SEO, Social Media",Marketing Executive
